ord,TIME,LATITUDE,LONGITUDE,ALTITUDE,VEHICLE_ID,BAROMETRIC_PRESSURE,ENGINE_COOLANT_TEMP,FUEL_LEVEL,ENGINE_LOAD,AMBIENT_AIR_TEMP,ENGINE_RPM,INTAKE_MANIFOLD_PRESSURE,MAF,TERM FUEL TRIM BANK 1,FUEL_ECONOMY,LONG TERM FUEL TRIM BANK 2,FUEL_TYPE,AIR_INTAKE_TEMP,FUEL_PRESSURE,SPEED,SHORT TERM FUEL TRIM BANK 2,SHORT TERM FUEL TRIM BANK 1,ENGINE_RUNTIME,THROTTLE_POS,DTC_NUMBER,TROUBLE_CODES,TIMING_ADVANCE,EQUIV_RATIO,aqui
132,"1,51E+12",-585.886.331,-351.949.531,38,control1,100,82,"56,10","21,20",4,1135,39,"3,34",,,,,33,,39,,"3,10",0:55:29,"18,80",MIL is OFF0 codes,,"57,60","1,00",
133,"1,51E+12",-585.911.607,-3.519.465.179,38,control1,100,82,"56,10","45,50",4,1096,22,"7,05",,,,,33,,38,,"7,80",0:55:33,"25,90",MIL is OFF0 codes,,"65,10","1,00",
134,"1,51E+12",-585.934.846,-3.519.436.224,38,control1,100,82,"56,10","18,80",4,1025,30,"2,94",,,,,33,,37,,"7,80",0:55:37,"18,80",MIL is OFF0 codes,,"62,40","1,00",
135,"1,51E+12",-585.957.039,-3.519.409.961,37,control1,100,82,"56,10","46,30",4,1185,38,"8,25",,,,,32,,36,,"0,00",0:55:41,"27,10",MIL is OFF0 codes,,"65,90","1,00",
136,"1,51E+12",-585.980.554,-3.519.381.014,34,control1,100,83,"56,10","46,30",4,1199,39,"8,38",,,,,32,,36,,"4,70",0:55:45,"26,70",MIL is OFF0 codes,,"65,90","1,00",
137,"1,51E+12",-586.004.102,-3.519.351.626,35,control1,100,83,"56,10","40,80",4,1229,18,"7,09",,,,,32,,35,,"1,60",0:55:49,"25,50",MIL is OFF0 codes,,"67,10","1,00",
138,"1,51E+12",-586.025.175,-3.519.324.893,34,control1,100,83,"55,70","20,40",4,1137,31,"3,23",,,,,33,,32,,"3,10",0:55:53,"18,80",MIL is OFF0 codes,,"60,80","1,00",
139,"1,51E+12",-586.043.674,-3.519.300.461,36,control1,100,83,"55,30","19,20",4,1540,28,"4,03",,,,,33,,29,,"10,90",0:55:57,"21,60",MIL is OFF0 codes,,"62,00","1,00",
140,"1,51E+12",-5.860.625,-3.519.276.452,35,control1,100,82,"54,90","40,40",4,1431,34,"8,37",,,,,32,,31,,"7,00",0:56:01,"26,70",MIL is OFF0 codes,,"70,60","1,00",
141,"1,51E+12",-586.082.601,-3.519.251.281,34,control1,100,82,"55,30","41,60",4,1543,23,"9,46",,,,,32,,32,,"-3,90",0:56:05,"27,80",MIL is OFF0 codes,,"71,00","1,00",
142,"1,51E+12",-586.244.966,-3.519.038.764,35,control1,100,82,"55,30","41,20",4,1074,51,"7,24",,,,,32,,34,,"1,60",0:56:09,"25,90",MIL is OFF0 codes,,"67,80","1,00",
143,"1,51E+12",-586.271.854,-3.519.004.451,36,control1,100,83,"55,70","47,80",4,1419,27,"9,8",,,,,32,,42,,"6,20",0:56:37,"28,20",MIL is OFF0 codes,,"68,60","1,00",
144,"1,51E+12",-586.295.554,-351.897.295,36,control1,100,82,"55,70","17,30",4,1380,21,"3,48",,,,,32,,39,,"14,10",0:56:41,"20,40",MIL is OFF0 codes,,"66,30","1,00",
145,"1,51E+12",-586.319.011,-3.518.943.974,36,control1,100,82,"55,70","19,20",4,1244,34,"3,65",,,,,32,,35,,"21,10",0:56:45,"20,00",MIL is OFF0 codes,,"60,00","1,00",
146,"1,51E+12",-586.342.138,-3.518.915.125,35,control1,100,82,"55,30","44,70",4,1760,29,"11,36",,,,,32,,36,,"10,90",0:56:49,"29,00",MIL is OFF0 codes,,"71,40","1,00",
147,"1,51E+12",-586.363.617,-3.518.885.384,35,control1,100,82,"55,30","29,00",4,1764,29,"7,4",,,,,32,,,,"7,00",0:56:53,"26,30",MIL is OFF0 codes,,"74,90","1,00",
148,"1,51E+12",-58.645.205,-3.518.768.494,34,control1,100,82,"55,70","32,90",4,1751,29,"8,54",,,,,32,,36,,"-0,80",0:56:57,"27,50",MIL is OFF0 codes,,"73,70","1,00",
149,"1,51E+12",-586.470.609,-3.518.738.079,33,control1,100,82,"55,70","19,60",4,1183,36,"3,5",,,,,32,,34,,"-1,60",0:57:14,"18,80",MIL is OFF0 codes,,"60,40","1,00",
150,"1,51E+12",-586.487.042,-3.518.708.653,31,control1,100,83,"55,70","39,60",4,1139,35,"6,79",,,,,32,,35,,"-2,30",0:57:18,"25,10",MIL is OFF0 codes,,"66,30","1,00",
151,"1,51E+12",-586.520.265,-3.518.646.562,30,control1,100,83,"55,70","41,60",4,1174,35,"6,97",,,,,32,,36,,"3,10",0:57:22,"25,50",MIL is OFF0 codes,,"66,30","1,00",
152,"1,51E+12",-586.575.807,-3.518.546.337,30,control1,100,82,"55,70","40,80",4,1238,35,"7,31",,,,,32,,37,,"3,10",0:57:30,"25,90",MIL is OFF0 codes,,"67,10","1,00",
153,"1,51E+12",-586.575.807,-3.518.546.337,30,control1,100,82,"54,10","36,90",4,797,33,"4,11",,,,,34,,0,,"-3,90",0:58:01,"20,40",MIL is OFF0 codes,,"54,50","1,00",
154,"1,51E+12",-586.575.807,-3.518.546.337,30,control1,100,83,"54,10","35,70",4,807,32,"4,21",,,,,34,,0,,"-2,30",0:58:05,"20,40",MIL is OFF0 codes,,"55,70","1,00",
155,"1,51E+12",-586.575.807,-3.518.546.337,30,control1,100,83,"54,10","42,00",4,781,56,"6,29",,,,,33,,11,,"1,60",0:58:09,"26,70",MIL is OFF0 codes,,"53,30","1,00",
156,"1,51E+12",-586.583.083,-3.518.532.258,34,control1,100,83,"55,30","14,10",4,1330,57,"3,22",,,,,32,,19,,"-1,60",0:58:13,"23,10",MIL is OFF0 codes,,"61,20","1,00",
157,"1,51E+12",-586.593.391,-3.518.511.712,33,control1,100,82,"56,10","69,80",4,1867,55,"19,96",,,,,31,,27,,"-10,90",0:58:17,"32,50",MIL is OFF0 codes,,"67,80","1,00",
158,"1,51E+12",-58.660.822,-3.518.485.209,33,control1,100,82,"56,50","60,40",4,1391,47,"12,29",,,,,31,,32,,"-3,10",0:58:21,"30,20",MIL is OFF0 codes,,"66,70","1,00",
159,"1,51E+12",-586.624.284,-3.518.455.478,34,control1,100,82,"56,50","53,70",4,1609,43,"12,65",,,,,31,,35,,"-3,10",0:58:25,"30,20",MIL is OFF0 codes,,"69,40","1,00",
160,"1,51E+12",-586.640.934,-3.518.424.556,37,control1,100,82,"56,50","54,10",4,1729,45,"13,44",,,,,31,,,,"-3,90",0:58:29,"30,60",MIL is OFF0 codes,,"69,80","1,00",
161,"1,51E+12",-586.657.737,-3.518.394.955,36,control1,100,82,"56,90","55,70",4,1649,50,"13,38",,,,,31,,34,,"2,30",0:58:33,"30,60",MIL is OFF0 codes,,"69,40","1,00",
162,"1,51E+12",-586.674.542,-3.518.367.894,38,control1,100,83,"57,30","59,60",4,1537,54,"14,03",,,,,31,,31,,,0:58:37,"31,00",MIL is OFF0 codes,,"68,20","1,00",
163,"1,51E+12",-586.693.711,-3.518.343.542,40,control1,,83,"57,60","63,50",4,1513,51,"14,14",,,,,31,,,,"-1,60",0:58:41,"31,00",MIL is OFF0 codes,,"67,50","1,00",
164,"1,51E+12",-586.715.399,-3.518.319.894,42,control1,100,83,"57,60","62,40",4,1563,49,"14,13",,,,,31,,31,,"-2,30",0:58:45,"31,00",MIL is OFF0 codes,,"67,80","1,00",
165,"1,51E+12",-586.737.823,-3.518.298.875,44,control1,100,83,"58,00","57,60",4,1632,45,"13,41",,,,,31,,33,,"-0,80",0:58:49,"30,60",MIL is OFF0 codes,,"69,00","1,00",
166,"1,51E+12",-586.763.518,-351.828.076,46,control1,100,83,"58,00","54,50",4,1604,46,"12,71",,,,,31,,32,,"0,80",0:58:53,"30,60",MIL is OFF0 codes,,"69,00","1,00",
167,"1,51E+12",-586.792.634,-3.518.263.172,45,control1,100,83,"58,00","54,10",4,1611,43,"12,83",,,,,31,,33,,"0,80",0:58:57,"30,20",MIL is OFF0 codes,,"69,00","1,00",
168,"1,51E+12",-586.822.842,-351.824.801,46,control1,100,83,"58,40","50,60",4,1650,24,"12,31",,,,,31,,35,,"3,10",0:59:01,"30,20",MIL is OFF0 codes,,"69,40","1,00",
169,"1,51E+12",-586.854.243,-3.518.232.617,48,control1,100,83,"58,00","21,60",4,1031,41,"2,77",,,,,31,,33,,"-1,60",0:59:05,"19,20",MIL is OFF0 codes,,"60,00","1,00",
170,"1,51E+12",-586.885.037,-3.518.217.251,50,control1,100,83,"57,60","47,50",4,1099,28,"7,67",,,,,31,,33,,"4,70",0:59:09,"26,30",MIL is OFF0 codes,,"65,10","1,00",
171,"1,51E+12",-586.912.912,-351.820.106,51,control1,100,83,"57,60","19,60",4,1068,21,"3,1",,,,,32,,30,,"-0,80",0:59:13,"18,80",MIL is OFF0 codes,,"60,80","1,00",
172,"1,51E+12",-586.937.558,-3.518.188.677,51,control1,100,83,"57,30","24,70",4,803,20,"4,02",,,,,33,,22,,"10,20",0:59:17,"19,60",MIL is OFF0 codes,,"67,80","1,00",
173,"1,51E+12",-586.953.997,-3.518.180.717,50,control1,,83,"56,50","26,70",4,847,34,"3,3",,,,,33,,12,,"-4,70",0:59:21,"19,20",MIL is OFF0 codes,,"66,30","1,00",
174,"1,51E+12",-586.962.041,-3.518.177.155,49,control1,100,83,"55,70","38,40",4,777,32,"4,14",,,,,33,,4,,"3,90",0:59:25,"20,80",MIL is OFF0 codes,,"56,10","1,00",
175,"1,51E+12",-586.962.041,-3.518.177.155,49,control1,,83,"55,30","37,30",4,782,33,"3,86",,,,,33,,,,"-4,70",0:59:29,"20,40",MIL is OFF0 codes,,"60,80","1,00",
